case,n,m,family,seed,configuration,macs,weight_density,kernel_words,kernel_sha256,input_words,cycles,cold,fetch,memory,wait,setup,scalar,retired,outputs
n64_m1_density_0.02_s1730_parallel_fused,64,1,density_0.02,1730,parallel_fused,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.02_s1731_software,64,1,density_0.02,1731,software,64,0.0,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,588,2128,196,134,0,0,258,196,1
n64_m1_density_0.02_s1731_iterative_staged,64,1,density_0.02,1731,iterative_staged,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.02_s1731_iterative_fused,64,1,density_0.02,1731,iterative_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.02_s1731_parallel_fused,64,1,density_0.02,1731,parallel_fused,64,0.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.05_s1729_software,64,1,density_0.05,1729,software,64,0.125,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,2064,3604,688,692,0,0,684,688,1
n64_m1_density_0.05_s1729_iterative_staged,64,1,density_0.05,1729,iterative_staged,64,0.125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.05_s1729_iterative_fused,64,1,density_0.05,1729,iterative_fused,64,0.125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.05_s1729_parallel_fused,64,1,density_0.05,1729,parallel_fused,64,0.125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.05_s1730_software,64,1,density_0.05,1730,software,64,0.046875,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,1155,2695,385,350,0,0,420,385,1
n64_m1_density_0.05_s1730_iterative_staged,64,1,density_0.05,1730,iterative_staged,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.05_s1730_iterative_fused,64,1,density_0.05,1730,iterative_fused,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.05_s1730_parallel_fused,64,1,density_0.05,1730,parallel_fused,64,0.046875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.05_s1731_software,64,1,density_0.05,1731,software,64,0.0625,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,1308,2848,436,404,0,0,468,436,1
n64_m1_density_0.05_s1731_iterative_staged,64,1,density_0.05,1731,iterative_staged,64,0.0625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.05_s1731_iterative_fused,64,1,density_0.05,1731,iterative_fused,64,0.0625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.05_s1731_parallel_fused,64,1,density_0.05,1731,parallel_fused,64,0.0625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.1_s1729_software,64,1,density_0.1,1729,software,64,0.15625,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,2502,4042,834,866,0,0,802,834,1
n64_m1_density_0.1_s1729_iterative_staged,64,1,density_0.1,1729,iterative_staged,64,0.15625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.1_s1729_iterative_fused,64,1,density_0.1,1729,iterative_fused,64,0.15625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.1_s1729_parallel_fused,64,1,density_0.1,1729,parallel_fused,64,0.15625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.1_s1730_software,64,1,density_0.1,1730,software,64,0.09375,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,1746,3286,582,578,0,0,586,582,1
n64_m1_density_0.1_s1730_iterative_staged,64,1,density_0.1,1730,iterative_staged,64,0.09375,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.1_s1730_iterative_fused,64,1,density_0.1,1730,iterative_fused,64,0.09375,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.1_s1730_parallel_fused,64,1,density_0.1,1730,parallel_fused,64,0.09375,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.1_s1731_software,64,1,density_0.1,1731,software,64,0.15625,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,2430,3970,810,830,0,0,790,810,1
n64_m1_density_0.1_s1731_iterative_staged,64,1,density_0.1,1731,iterative_staged,64,0.15625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.1_s1731_iterative_fused,64,1,density_0.1,1731,iterative_fused,64,0.15625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.1_s1731_parallel_fused,64,1,density_0.1,1731,parallel_fused,64,0.15625,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.2_s1729_software,64,1,density_0.2,1729,software,64,0.25,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,3600,5140,1200,1280,0,0,1120,1200,1
n64_m1_density_0.2_s1729_iterative_staged,64,1,density_0.2,1729,iterative_staged,64,0.25,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.2_s1729_iterative_fused,64,1,density_0.2,1729,iterative_fused,64,0.25,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.2_s1729_parallel_fused,64,1,density_0.2,1729,parallel_fused,64,0.25,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.2_s1730_software,64,1,density_0.2,1730,software,64,0.21875,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,3258,4798,1086,1154,0,0,1018,1086,1
n64_m1_density_0.2_s1730_iterative_staged,64,1,density_0.2,1730,iterative_staged,64,0.21875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.2_s1730_iterative_fused,64,1,density_0.2,1730,iterative_fused,64,0.21875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.2_s1730_parallel_fused,64,1,density_0.2,1730,parallel_fused,64,0.21875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.2_s1731_software,64,1,density_0.2,1731,software,64,0.25,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,3588,5128,1196,1274,0,0,1118,1196,1
n64_m1_density_0.2_s1731_iterative_staged,64,1,density_0.2,1731,iterative_staged,64,0.25,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.2_s1731_iterative_fused,64,1,density_0.2,1731,iterative_fused,64,0.25,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.2_s1731_parallel_fused,64,1,density_0.2,1731,parallel_fused,64,0.25,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.4_s1729_software,64,1,density_0.4,1729,software,64,0.453125,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,5961,7501,1987,2168,0,0,1806,1987,1
n64_m1_density_0.4_s1729_iterative_staged,64,1,density_0.4,1729,iterative_staged,64,0.453125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.4_s1729_iterative_fused,64,1,density_0.4,1729,iterative_fused,64,0.453125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.4_s1729_parallel_fused,64,1,density_0.4,1729,parallel_fused,64,0.453125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.4_s1730_software,64,1,density_0.4,1730,software,64,0.46875,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,6402,7942,2134,2366,0,0,1902,2134,1
n64_m1_density_0.4_s1730_iterative_staged,64,1,density_0.4,1730,iterative_staged,64,0.46875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.4_s1730_iterative_fused,64,1,density_0.4,1730,iterative_fused,64,0.46875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.4_s1730_parallel_fused,64,1,density_0.4,1730,parallel_fused,64,0.46875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.4_s1731_software,64,1,density_0.4,1731,software,64,0.4375,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,5772,7312,1924,2096,0,0,1752,1924,1
n64_m1_density_0.4_s1731_iterative_staged,64,1,density_0.4,1731,iterative_staged,64,0.4375,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.4_s1731_iterative_fused,64,1,density_0.4,1731,iterative_fused,64,0.4375,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.4_s1731_parallel_fused,64,1,density_0.4,1731,parallel_fused,64,0.4375,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.7_s1729_software,64,1,density_0.7,1729,software,64,0.703125,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,9057,10597,3019,3356,0,0,2682,3019,1
n64_m1_density_0.7_s1729_iterative_staged,64,1,density_0.7,1729,iterative_staged,64,0.703125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.7_s1729_iterative_fused,64,1,density_0.7,1729,iterative_fused,64,0.703125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.7_s1729_parallel_fused,64,1,density_0.7,1729,parallel_fused,64,0.703125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.7_s1730_software,64,1,density_0.7,1730,software,64,0.703125,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,9237,10777,3079,3446,0,0,2712,3079,1
n64_m1_density_0.7_s1730_iterative_staged,64,1,density_0.7,1730,iterative_staged,64,0.703125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.7_s1730_iterative_fused,64,1,density_0.7,1730,iterative_fused,64,0.703125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.7_s1730_parallel_fused,64,1,density_0.7,1730,parallel_fused,64,0.703125,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_0.7_s1731_software,64,1,density_0.7,1731,software,64,0.6875,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,8760,10300,2920,3230,0,0,2610,2920,1
n64_m1_density_0.7_s1731_iterative_staged,64,1,density_0.7,1731,iterative_staged,64,0.6875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_0.7_s1731_iterative_fused,64,1,density_0.7,1731,iterative_fused,64,0.6875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_0.7_s1731_parallel_fused,64,1,density_0.7,1731,parallel_fused,64,0.6875,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_1_s1729_software,64,1,density_1,1729,software,64,1.0,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,12636,14176,4212,4718,0,0,3706,4212,1
n64_m1_density_1_s1729_iterative_staged,64,1,density_1,1729,iterative_staged,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_1_s1729_iterative_fused,64,1,density_1,1729,iterative_fused,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_1_s1729_parallel_fused,64,1,density_1,1729,parallel_fused,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_1_s1730_software,64,1,density_1,1730,software,64,1.0,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,12996,14536,4332,4898,0,0,3766,4332,1
n64_m1_density_1_s1730_iterative_staged,64,1,density_1,1730,iterative_staged,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_1_s1730_iterative_fused,64,1,density_1,1730,iterative_fused,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_1_s1730_parallel_fused,64,1,density_1,1730,parallel_fused,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
n64_m1_density_1_s1731_software,64,1,density_1,1731,software,64,1.0,5252,6f573cce9b1f21d77cbd804364747b3a47228efc8f6e5775787b80da464d6ff3,128,12624,14164,4208,4712,0,0,3704,4208,1
n64_m1_density_1_s1731_iterative_staged,64,1,density_1,1731,iterative_staged,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1418,2958,195,258,832,3,130,195,1
n64_m1_density_1_s1731_iterative_fused,64,1,density_1,1731,iterative_fused,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,1290,2830,195,258,704,3,130,195,1
n64_m1_density_1_s1731_parallel_fused,64,1,density_1,1731,parallel_fused,64,1.0,195,30986fdf265f73afc774fc0eb606de4b949e170ff3852f6d9a485a6dfe120680,128,778,2318,195,258,192,3,130,195,1
